"ADM0_CODE","ADM0_NAME","ADM1_CODE","ADM1_NAME","ADM2_CODE","ADM2_NAME"
115,"India",1506,"Rajasthan",17845,"Dungarpur"
115,"India",1506,"Rajasthan",17846,"Ganganagar"
115,"India",1506,"Rajasthan",70238,"Hanumangarh"
115,"India",1506,"Rajasthan",17847,"Jaipur"
115,"India",1506,"Rajasthan",17848,"Jaisalmer"
115,"India",1506,"Rajasthan",17849,"Jalor"
115,"India",1506,"Rajasthan",17850,"Jhalawar"
115,"India",1506,"Rajasthan",17851,"Jhunjhunun"
115,"India",1506,"Rajasthan",17852,"Jodhpur"
115,"India",1506,"Rajasthan",70239,"Karauli"
115,"India",1506,"Rajasthan",17853,"Kota"
115,"India",1506,"Rajasthan",17854,"Nagaur"
115,"India",1506,"Rajasthan",17855,"Pali"
115,"India",1506,"Rajasthan",70240,"Rajsamand"
115,"India",1506,"Rajasthan",17856,"Sawai Madhopur"
115,"India",1506,"Rajasthan",17857,"Sikar"
115,"India",1506,"Rajasthan",17858,"Sirohi"
115,"India",1506,"Rajasthan",17859,"Tonk"
115,"India",1506,"Rajasthan",17860,"Udaipur"
115,"India",1507,"Sikkim",17861,"East"
115,"India",1507,"Sikkim",17862,"North Sikkim"
115,"India",1507,"Sikkim",17863,"South Sikkim"
115,"India",1507,"Sikkim",17864,"West Sikkim"
115,"India",1508,"Tamil Nadu",70241,"Ariyalur"
115,"India",1508,"Tamil Nadu",70242,"Chennai"
115,"India",1508,"Tamil Nadu",17867,"Coimbatore"
115,"India",1508,"Tamil Nadu",70243,"Cuddalore"
115,"India",1508,"Tamil Nadu",17868,"Dharmapuri"
115,"India",1508,"Tamil Nadu",17877,"Dindigul"
115,"India",1508,"Tamil Nadu",17875,"Erode"
115,"India",1508,"Tamil Nadu",70244,"Kancheepuram"
115,"India",1508,"Tamil Nadu",17870,"Kanniyakumari"
115,"India",1508,"Tamil Nadu",70245,"Karur"
115,"India",1508,"Tamil Nadu",70246,"Madurai"
115,"India",1508,"Tamil Nadu",70247,"Nagapattinam"
115,"India",1508,"Tamil Nadu",70248,"Namakkal"
115,"India",1508,"Tamil Nadu",17873,"Nilgiris"
115,"India",1508,"Tamil Nadu",70249,"Perambalur"
115,"India",1508,"Tamil Nadu",17876,"Pudukkottai"
115,"India",1508,"Tamil Nadu",17878,"Ramanathapuram"
115,"India",1508,"Tamil Nadu",17879,"Salem"
115,"India",1508,"Tamil Nadu",17882,"Sivaganga"
115,"India",1508,"Tamil Nadu",17881,"Thanjavur"
115,"India",1508,"Tamil Nadu",70250,"Theni"
115,"India",1508,"Tamil Nadu",70251,"Thiruvallur"
115,"India",1508,"Tamil Nadu",70252,"Thiruvarur"
115,"India",1508,"Tamil Nadu",17866,"Thoothukudi"
115,"India",1508,"Tamil Nadu",17883,"Tiruchchirappalli"
115,"India",1508,"Tamil Nadu",17884,"Tirunelveli Kattabo"
115,"India",1508,"Tamil Nadu",70253,"Tiruvannamalai"
115,"India",1508,"Tamil Nadu",70254,"Vellore"
115,"India",1508,"Tamil Nadu",70255,"Villupuram"
115,"India",1508,"Tamil Nadu",17869,"Virudhunagar"
115,"India",1509,"Tripura",70256,"Dhalai"
115,"India",1509,"Tripura",17885,"North Tripura"
115,"India",1509,"Tripura",17886,"South Tripura"
115,"India",1509,"Tripura",17887,"West Tripura"
115,"India",70082,"Uttarakhand",70280,"Almora"
115,"India",70082,"Uttarakhand",70281,"Bageshwar"
115,"India",70082,"Uttarakhand",636,"Chamoli"
115,"India",70082,"Uttarakhand",70283,"Champawat"
115,"India",70082,"Uttarakhand",17903,"Dehra Dun"
115,"India",70082,"Uttarakhand",70284,"Haridwar"
115,"India",70082,"Uttarakhand",70285,"Naini Tal"
115,"India",70082,"Uttarakhand",17910,"Pauri Garhwal"
115,"India",70082,"Uttarakhand",642,"Pithoragarh"
115,"India",70082,"Uttarakhand",70286,"Rudra Prayag"
115,"India",70082,"Uttarakhand",70287,"Tehri Garhwal"
115,"India",70082,"Uttarakhand",70288,"Udham Singh Nagar"
115,"India",70082,"Uttarakhand",646,"Uttarkashi"
115,"India",70081,"Uttar Pradesh",17888,"Agra"
115,"India",70081,"Uttar Pradesh",17889,"Aligarh"
